market,symbol,earliest_date,available_intervals
spot,ETHEUR,2020-01-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHEURI,2024-11-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHFDUSD,2023-08-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHFIFDUSD,2024-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHFITRY,2024-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHFIUSDC,2024-04-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHFIUSDT,2024-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHJPY,2024-03-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHMXN,2025-02-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHPLN,2022-10-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHTRY,2019-12-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHTUSD,2018-05-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHUSDC,2018-12-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHUSDT,2017-08-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ETHZAR,2020-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,EUREURI,2024-08-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,EURIUSDC,2025-03-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,EURIUSDT,2024-08-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,EURUSDC,2024-03-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,EURUSDT,2020-01-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FARMUSDT,2021-08-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FDUSDTRY,2023-10-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FDUSDUSDC,2024-11-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FDUSDUSDT,2023-07-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETBNB,2019-02-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETBTC,2019-02-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETFDUSD,2023-11-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETTRY,2023-01-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETUSDC,2024-03-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FETUSDT,2019-02-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIDABTC,2021-09-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIDATRY,2023-12-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIDAUSDT,2021-09-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILBTC,2020-10-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILETH,2022-08-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILFDUSD,2023-10-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILTRY,2022-04-08,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILUSDC,2024-02-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FILUSDT,2020-10-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIOBTC,2020-07-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIOUSDT,2020-09-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FIROUSDT,2021-01-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FISBTC,2021-03-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FISUSDT,2021-03-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLMBTC,2020-09-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLMUSDT,2020-09-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOKIFDUSD,2024-03-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOKITRY,2023-05-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOKIUSDC,2024-03-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOKIUSDT,2023-05-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOWBTC,2021-07-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLOWUSDT,2021-07-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLUXBTC,2021-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FLUXUSDT,2021-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FORMTRY,2025-03-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FORMUSDC,2025-03-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FORMUSDT,2025-03-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FORTHBTC,2021-04-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FORTHUSDT,2021-04-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FTTUSDT,2019-12-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FUNUSDT,2019-08-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,FXSUSDT,2021-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALABRL,2021-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALABTC,2021-09-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALAETH,2021-11-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALAEUR,2022-03-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALAFDUSD,2023-11-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALATRY,2021-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALAUSDC,2024-04-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GALAUSDT,2021-09-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GASBTC,2017-08-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GASTRY,2023-11-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GASUSDT,2023-03-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GHSTUSDT,2021-08-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GLMBTC,2020-12-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GLMRBTC,2022-01-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GLMRUSDT,2022-01-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GLMUSDT,2023-03-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMTBTC,2022-03-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMTEUR,2022-04-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMTTRY,2022-04-15,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMTUSDT,2022-03-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMXUSDC,2025-03-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GMXUSDT,2022-10-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GNOUSDT,2021-08-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GNSUSDT,2023-02-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GPSBNB,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GPSFDUSD,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GPSTRY,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GPSUSDC,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GPSUSDT,2025-03-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTBTC,2020-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTETH,2020-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTEUR,2021-01-08,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTFDUSD,2024-03-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTTRY,2021-07-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GRTUSDT,2020-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GTCUSDT,2021-06-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GTRY,2024-07-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUNBNB,2025-03-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUNFDUSD,2025-03-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUNTRY,2025-03-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUNUSDC,2025-04-03,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUNUSDT,2025-03-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,GUSDT,2024-07-19,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HARDUSDT,2020-11-06,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARBNB,2019-09-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARBTC,2019-09-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARFDUSD,2024-11-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARTRY,2024-02-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARUSDC,2024-11-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HBARUSDT,2019-09-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HEIBTC,2025-02-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HEIUSDC,2025-02-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HEIUSDT,2025-02-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HFTBTC,2022-11-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HFTUSDT,2022-11-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIFIUSDT,2023-01-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIGHTRY,2024-06-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIGHUSDT,2021-12-17,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIVEBTC,2020-04-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIVEFDUSD,2024-12-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIVETRY,2025-01-08,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIVEUSDC,2024-12-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HIVEUSDT,2020-04-27,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HMSTRFDUSD,2024-09-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HMSTRTRY,2024-09-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HMSTRUSDC,2024-11-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HMSTRUSDT,2024-09-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HOOKUSDT,2022-12-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HOTETH,2018-07-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HOTTRY,2021-03-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,HOTUSDT,2019-02-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPBTC,2021-05-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPETH,2022-01-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPEUR,2021-06-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPFDUSD,2024-01-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPTRY,2022-01-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPUSDC,2024-04-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICPUSDT,2021-05-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICXBTC,2017-12-18,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ICXUSDT,2018-06-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDBTC,2023-03-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDEXFDUSD,2024-12-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDEXUSDC,2024-12-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDEXUSDT,2021-09-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDTRY,2023-03-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IDUSDT,2023-03-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ILVBTC,2021-09-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,ILVUSDT,2021-09-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IMXBTC,2022-01-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IMXUSDT,2022-01-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJBNB,2020-10-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJBTC,2020-10-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJETH,2023-11-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJFDUSD,2023-12-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJTRY,2022-02-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJUSDC,2023-12-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,INJUSDT,2020-10-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOBNB,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOBTC,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOFDUSD,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOSTUSDT,2019-03-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTABTC,2017-09-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTAETH,2017-09-30,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTATRY,2023-12-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTAUSDC,2025-03-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTAUSDT,2018-05-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTRY,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTXBTC,2018-06-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTXETH,2018-06-01,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTXJPY,2025-01-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOTXUSDT,2019-11-14,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOUSDC,2024-07-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IOUSDT,2024-06-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,IQUSDT,2023-09-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JASMYTRY,2022-03-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JASMYUSDT,2021-11-22,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JOEBTC,2021-12-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JOEUSDT,2021-12-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JSTBTC,2020-08-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JSTUSDT,2020-08-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JTOFDUSD,2023-12-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JTOTRY,2023-12-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JTOUSDC,2024-04-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JTOUSDT,2023-12-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUPFDUSD,2024-01-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUPTRY,2024-01-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUPUSDC,2024-02-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUPUSDT,2024-01-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUVTRY,2023-08-10,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUVUSDC,2025-03-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,JUVUSDT,2020-12-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAIAUSDC,2024-12-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAIAUSDT,2024-10-31,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOBNB,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOBRL,2025-02-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOBTC,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOFDUSD,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOTRY,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOUSDC,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAITOUSDT,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAVABTC,2019-10-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KAVAUSDT,2019-10-25,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KDABTC,2022-03-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KDAUSDT,2022-03-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KMDBTC,2017-11-07,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KMDUSDT,2020-08-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KNCBTC,2017-09-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KNCUSDT,2020-06-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KSMBTC,2020-09-02,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KSMTRY,2024-12-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,KSMUSDT,2020-09-04,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERBNB,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERBTC,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERFDUSD,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERTRY,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERUSDC,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAYERUSDT,2025-02-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAZIOTRY,2021-10-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LAZIOUSDT,2021-10-21,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LDOBTC,2022-05-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LDOFDUSD,2024-01-05,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LDOTRY,2024-02-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LDOUSDC,2024-05-29,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LDOUSDT,2022-05-09,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LEVERTRY,2023-10-12,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LEVERUSDT,2022-07-13,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKBNB,2021-12-24,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKBRL,2020-12-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKBTC,2017-09-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKETH,2017-09-28,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKEUR,2020-10-23,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKFDUSD,2023-10-26,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKJPY,2025-02-20,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKTRY,2020-09-11,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKUSDC,2019-01-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
spot,LINKUSDT,2019-01-16,"12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h"
